序号,发行人_链接,发行人,文件名称_链接,文件名称,披露日期
3337,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=559,山东威高骨科材料股份有限公司,http://static.sse.com.cn/stock/information/c/202106/6cb618163c94498f8be99c34ddef86c4.pdf,8-3 律师补充法律意见书,2021-06-01
3338,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=468,杭州宏华数码科技股份有限公司,http://static.sse.com.cn/stock/information/c/202106/d21efef424d844ef9933687951144f09.pdf,8-1 关于杭州宏华数码科技股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函的回复（二）,2021-06-01
3339,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=468,杭州宏华数码科技股份有限公司,http://static.sse.com.cn/stock/information/c/202106/6cce3d5fb3f14ef788d4ad0287f38c39.pdf,8-2 会计师关于杭州宏华数码科技股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函之回复,2021-06-01
3340,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=468,杭州宏华数码科技股份有限公司,http://static.sse.com.cn/stock/information/c/202106/cd62be0bba9b4234b4c5064462fd4ed5.pdf,8-1 发行人及保荐机构关于杭州宏华数码科技股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函的回复,2021-06-01
3341,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202106/aff6dfd7d1dc44dd9d62738529261821.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-05-31
3342,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202106/da09c8b4aeb04d5fa14412342de951c1.pdf,8-2 申报会计师关于发行注册环节反馈意见落实函的回复,2021-05-31
3343,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202106/46ef6faa62a2487597ec4c915da3eaeb.pdf,8-3 补充法律意见书（七）,2021-05-31
3344,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b2b63bd8240f434188a7d5eeeeaa00a4.pdf,8-3 北京市君合律师事务所关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（三）,2021-05-31
3345,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/5aa2bec3bdcf4270a473d13bf0ea2cd0.pdf,8-1-3 关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市申请文件第三轮审核问询函的回复,2021-05-31
3346,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/efd6deb0cb0a499c9def1ef5403465df.pdf,8-2-3 容诚会计师事务所关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市申请文件第三轮审核问询函的回复,2021-05-31
3347,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=851,首药控股（北京）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/6dfd546e24554184b43103550ed9200c.pdf,8-1 发行人及保荐机构关于首次公开发行并在科创板上市申请文件审核问询函的回复,2021-05-31
3348,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=851,首药控股（北京）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/30a21861466a498496d0580c01b4fdb3.pdf,8-2 会计师回复意见,2021-05-31
3349,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=851,首药控股（北京）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/816c37276a7b42f5b9dd21c8d8f7b001.pdf,8-3 补充法律意见书（一）,2021-05-31
3350,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=783,中科微至智能制造科技江苏股份有限公司,http://static.sse.com.cn/stock/information/c/202105/7120b8440a624ea8834dd38f675ee85f.pdf,8-1 发行人及保荐机构关于会后落实事项的回复,2021-05-31
3351,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=783,中科微至智能制造科技江苏股份有限公司,http://static.sse.com.cn/stock/information/c/202105/1789e5f4f620411b9af9d01fd13d7aa9.pdf,8-2 会计师关于会后落实事项的回复,2021-05-31
3352,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=783,中科微至智能制造科技江苏股份有限公司,http://static.sse.com.cn/stock/information/c/202105/e93218223fef4e74aa704aed35c5730d.pdf,8-3 补充法律意见书之四,2021-05-31
3353,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=858,旷视科技有限公司,http://static.sse.com.cn/stock/information/c/202105/c0283f8ad8134a08a50b07b5c12b1af2.pdf,8-1 发行人及保荐机构回复意见,2021-05-28
3354,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=858,旷视科技有限公司,http://static.sse.com.cn/stock/information/c/202105/3d8c79be7a3740d2a47c6e9070c55ae3.pdf,8-2 会计师回复意见,2021-05-28
3355,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=858,旷视科技有限公司,http://static.sse.com.cn/stock/information/c/202105/39e3197a8daf46f3912542e06260b939.pdf,8-3 补充法律意见书（一）,2021-05-28
3356,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/68cd8aebb7a745e0b86dc37be40fe964.pdf,8-1-1 发行人及保荐人审核问询函回复报告（2020年年报财务数据更新版）,2021-05-28
3357,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/09d7e450141c4c30b8051802f22a284d.pdf,8-1-3 发行人及保荐机构关于审核中心意见落实函的回复（2020年年报财务数据更新版）,2021-05-28
3358,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/3228979a3d50435895524933f3a9f375.pdf,8-1-4 发行人及保荐人关于上市委问询问题的回复报告（2020年年报财务数据更新版）,2021-05-28
3359,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/5909078467384066807e76652ad7cb5f.pdf,8-2-1 会计师关于首轮审核问询函的回复意见（2020年年报财务数据更新版）,2021-05-28
3360,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/85092b51288c48e28b261bb4e8784b46.pdf,8-2-2 会计师关于第二轮审核问询函的回复意见（2020年年报财务数据更新版）,2021-05-28
3361,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/a275058ef3ba45ae9237b87333683537.pdf,8-2-3 会计师关于上市委问询问题的回复,2021-05-28
3362,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/3f4748cf9e6b434ea61ea355e1cf0488.pdf,8-3 律师补充法律意见书（五）,2021-05-28
3363,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/6d454b8b292449c89d981322df84b424.pdf,8-1-2 发行人及保荐人关于第二轮审核问询函的回复报告（2020年年报财务数据更新版）,2021-05-28
3364,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=828,杭州禾迈电力电子股份有限公司,http://static.sse.com.cn/stock/information/c/202105/61c70d068c7748a7b60eab92d8bb78e3.pdf,8-2 会计师关于审核问询函的回复,2021-05-28
3365,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=828,杭州禾迈电力电子股份有限公司,http://static.sse.com.cn/stock/information/c/202105/92341b94e0004a85a594b478bb042d2f.pdf,8-3 补充法律意见书（一）,2021-05-28
3366,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=828,杭州禾迈电力电子股份有限公司,http://static.sse.com.cn/stock/information/c/202105/21c2ca21fe3744a78f0f5a7317a695d4.pdf,8-1 关于杭州禾迈电力电子股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函回复,2021-05-28
3367,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=812,南京诺唯赞生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/31934c671a814f3aad5f799da2903f6e.pdf,8-1-1 发行人及保荐机构回复意见（2020年年度财务数据更新版）（豁免披露版）,2021-05-28
3368,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=812,南京诺唯赞生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/bf16165a1c464c19bef81c98e0cd7352.pdf,8-2-1 申报会计师回复意见（2021年财务数据更新版）（豁免披露版）,2021-05-28
3369,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=812,南京诺唯赞生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/c007dcd7b2744560ace2d7d759a77300.pdf,8-1-1 发行人及保荐机构回复意见（2020年年度财务数据更新版）,2021-05-28
3370,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=812,南京诺唯赞生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/f745e4a14f8c41509587e673fd346f1e.pdf,8-2-1 申报会计师回复意见（2020年财务数据更新版）,2021-05-28
3371,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/a37782d39952447fade48938207b8589.pdf,8-1 关于嘉和美康（北京）科技股份有限公司首次公开发行股票并在科创板上市的审核中心意见落实函之回复报告,2021-05-27
3372,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/4a205e63b1e74f238f951f021f861718.pdf,8-2 申报会计师落实意见函回复的专项说明,2021-05-27
3373,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/fc70b17040ee4e1a9f9c288189a832a2.pdf,8-1-1 关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复（2020年年报财务数据更新版）,2021-05-27
3374,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/e47891d9e8114758bbbb1872768d0ab1.pdf,8-1-2 关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市申请文件第二轮审核问询函的回复（2020年年报财务数据更新版）,2021-05-27
3375,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/aebc1910eb1044eb96fd982e7116ba3a.pdf,8-2-1 容诚会计师事务所关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复（2020年年报财务数据更新版）,2021-05-27
3376,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/0054ab47a8194e038ae918cbea64572e.pdf,8-2-2 容诚会计师事务所关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市申请文件第二轮审核问询函的回复（2020年年报财务数据更新版）,2021-05-27
3377,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=730,赛赫智能设备（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/4cd01b3d0d6f4638895805a1638a3996.pdf,8-3 北京市君合律师事务所关于赛赫智能设备（上海）股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（三）,2021-05-27
3378,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=571,北京华卓精科科技股份有限公司,http://static.sse.com.cn/stock/information/c/202111/a1cb927c8c46444eaeaabf2ec373ec4a.pdf,8-1-1 发行人及保荐机构关于审核问询函的回复（2020年三季报财务数据更新版）,2021-05-27
3379,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=571,北京华卓精科科技股份有限公司,http://static.sse.com.cn/stock/information/c/202111/1de93a27d0f4443697d780ee50494486.pdf,8-2-1 会计师关于审核问询函的回复（2020年三季报财务数据更新版),2021-05-27
3380,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=571,北京华卓精科科技股份有限公司,http://static.sse.com.cn/stock/information/c/202111/fcfe8e565fb3458480c94d078a712533.pdf,8-3-1 补充法律意见书（一）,2021-05-27
3381,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=845,上海卓然工程技术股份有限公司,http://static.sse.com.cn/stock/information/c/202105/0d6512e3acf740ecaa3c450c1dcd43b6.pdf,8-3 补充法律意见书（三）,2021-05-26
3382,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=845,上海卓然工程技术股份有限公司,http://static.sse.com.cn/stock/information/c/202105/0dd32d0bdabb494490e40aa29e6d0a55.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-05-26
3383,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=845,上海卓然工程技术股份有限公司,http://static.sse.com.cn/stock/information/c/202105/2b2a3ca790764c97bf974e5ba877ae84.pdf,8-2 会计师关于第二轮审核问询函回复意见,2021-05-26
3384,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/acb119b808eb40ea9cedeb40592f4797.pdf,8-1-1 关于珠海冠宇电池股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复（2020年度财务数据更新）,2021-05-26
3385,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/f4a795c3c99d4c47b4338e5d4cb8f193.pdf,8-1-2 关于珠海冠宇电池股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮问询函的回复（2020年度财务数据更新）,2021-05-26
3386,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/e420303539ae46c2b9b9b49dc2aa9bef.pdf,8-2-1 关于珠海冠宇电池股份有限公司首次公开发行股票申请文件审查反馈意见中有关财务会计问题的专项说明（2020年度财务数据更新）,2021-05-26
3387,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/f0a1c98cbb794c9fadfbe47cbffb24cd.pdf,8-2-2 关于珠海冠宇电池股份有限公司首次公开发行股票申请文件审查第二轮反馈意见中有关财务会计问题的专项说明（2020年度财务数据更新）,2021-05-26
3388,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/2d90872664fd4729b869f3e436450e22.pdf,8-3 关于珠海冠宇电池股份有限公司首次公开发行人民币普通股并在上海证券交易所科创板上市之补充法律意见书（三）,2021-05-26
3389,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/61cc2fea8ce2422aa70713c31371f626.pdf,8-3 珠海冠宇电池股份有限公司首次公开发行股票并在科创板上市之补充法律意见书（二）,2021-05-26
3390,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b31abe9dab8b46b8b40d8991c1778f97.pdf,8-1 关于珠海冠宇电池股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮问询函的回复,2021-05-26
3391,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202105/cc7b0e2948714433bf0ab2d73aa53085.pdf,8-2 关于珠海冠宇电池股份有限公司首次公开发行股票申请文件审查第二轮反馈意见中有关财务会计问题的专项说明,2021-05-26
3392,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=727,广州禾信仪器股份有限公司,http://static.sse.com.cn/stock/information/c/202105/720fac46db944c5caddb91d133e4ef93.pdf,8-1-4 发行人及保荐机构关于上市委会议意见落实函的回复,2021-05-26
3393,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=810,江苏宏微科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/c96ebfbe2a7b4aa3b5f4e1ab86e7cd49.pdf,8-2 补充法律意见书（四）,2021-05-25
3394,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=810,江苏宏微科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/15f499bdaeec4f689b60a30180e8aa79.pdf,8-1 发行人及保荐机构关于科创板上市委会议意见落实函的回复,2021-05-25
3395,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=711,广东利元亨智能装备股份有限公司,http://static.sse.com.cn/stock/information/c/202105/0a23ca1bfcc841518f726886b961505a.pdf,8-3 补充法律意见书（四）,2021-05-25
3396,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=711,广东利元亨智能装备股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b6b28a239e584584abf9eeedb4f98ca3.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-05-25
3397,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=711,广东利元亨智能装备股份有限公司,http://static.sse.com.cn/stock/information/c/202105/79613092f32341bdb688cb39b51af24b.pdf,8-2 申报会计师关于发行注册环节反馈意见落实函的回复,2021-05-25
3398,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/30cd9dce61274b2fba99dd4f7250c900.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-05-25
3399,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/c312f745c30a4be69abb2b5102055ec4.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2021-05-25
3400,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=780,昆山国力电子科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/dbcf0fedbfd346b597d8a5d607947066.pdf,8-1 发行人及保荐机构关于上市委意见的回复,2021-05-25
3401,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=705,合肥工大高科信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/8f5b0f94f9d944f0a99977f2c1781940.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-05-25
3402,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=705,合肥工大高科信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/727d167398aa485f96c2960a20f6332d.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2021-05-25
3403,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=705,合肥工大高科信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/ec952e267ad64acab07f19918b03d7ee.pdf,8-3 补充法律意见书（六）,2021-05-25
3404,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=632,贵州航宇科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202105/4a6120abdd084cc2b1f9543ca770c3ba.pdf,8-3 贵州航宇科技发展股份有限公司科创板上市之补充法律意见书（七）,2021-05-25
3405,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=632,贵州航宇科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202105/25b39664d0bf4de1a5f1eb7f070caaa2.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复意见,2021-05-25
3406,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=632,贵州航宇科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202105/ddb657d93a444f6cbcab67c4648c5cad.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复意见,2021-05-25
3407,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/c46a03c8afad4edab3a97daac8aa1e9d.pdf,8-2 会计师关于关于发行注册环节反馈意见落实函的回复,2021-05-24
3408,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/56eb3cbd63dd4ec9952155efa531bc1a.pdf,8-3 补充法律意见书（五）,2021-05-24
3409,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/ebcb5c8f90e34470ac7f2a1c92cf804b.pdf,8-1发行人及保荐机构对发行注册环节反馈意见落实函的回复,2021-05-24
3410,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/1b8d235789fc433ab180eb55c92b7653.pdf,8-1 发行人及保荐机构对发行注册环节反馈意见落实函（二）的回复,2021-05-24
3411,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/06640672ff9e464487d9284394383420.pdf,8-2 会计师关于关于发行注册环节反馈意见落实函（二）的回复,2021-05-24
3412,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/9fd111c6b3b948508434aa2400448da7.pdf,8-1 发行人及保荐机构对发行注册环节反馈意见落实函（二）的回复（2020年年报财务数据更新版）,2021-05-24
3413,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/4e3e3df1577f4d5e826417e00a87e924.pdf,8-1 发行人及保荐机构对发行注册环节反馈意见落实函的回复（2020年年报财务数据更新版）,2021-05-24
3414,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/1f878c68b4754fd29c6bdec68ec29415.pdf,8-2 会计师关于关于发行注册环节反馈意见落实函（二）的回复（2020年年报财务数据更新版）,2021-05-24
3415,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/cc1b17150c474c4d98cfc885f5b5e703.pdf,8-2 会计师关于关于发行注册环节反馈意见落实函的回复（2020年年报财务数据更新版）,2021-05-24
3416,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=668,山东英科环保再生资源股份有限公司,http://static.sse.com.cn/stock/information/c/202105/c0d753d6808c4aa5bdf85312a522b9d6.pdf,8-3 补充法律意见书（六）,2021-05-24
3417,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=843,北京富吉瑞光电科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/7990e156c84a4727a674baf501f8d48c.pdf,8-2 会计师回复意见（二）,2021-05-24
3418,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=843,北京富吉瑞光电科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/e7dc90679a7848dcacb790cb56ce846b.pdf,8-1 发行人及保荐机构回复意见（二）,2021-05-24
3419,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=843,北京富吉瑞光电科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/5f4e78ec149c48c980d47d480a9eb868.pdf,8-3 律师补充法律意见书（二）,2021-05-24
3420,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=746,成都国光电气股份有限公司,http://static.sse.com.cn/stock/information/c/202105/f30b0e7337184ce0938d2620bcacaa07.pdf,8-1 发行人及保荐机构关于上市委会议会后二次落实意见的回复,2021-05-21
3421,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=838,纽威数控装备（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/6ef100b3cd4f409da501009383f85eda.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-05-20
3422,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=838,纽威数控装备（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/4915d13644db4fd5beca375f9ffcac59.pdf,8-3 律师事务所的补充法律意见书（四）,2021-05-20
3423,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=838,纽威数控装备（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/f64c744a26bd43198341db168372f051.pdf,8-2 会计师关于审核中心意见落实函的回复,2021-05-20
3424,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=833,炬芯科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/a0e4063bd23c4ead8fb30d2e25ddd363.pdf,8-2会计师核查意见（二）（豁免版）,2021-05-20
3425,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=833,炬芯科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/e61bf10f3d164a77980a4b5466877ac4.pdf,8-3 补充法律意见书（二）（豁免版）,2021-05-20
3426,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=833,炬芯科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/461504f35c7d4b4ba32f2d08ca84b0eb.pdf,8-1 发行人及保荐机构回复意见（二）（豁免版）,2021-05-20
3427,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=830,迪哲（江苏）医药股份有限公司,http://static.sse.com.cn/stock/information/c/202105/acb5f0faf6a741fc9a094986c9389c6f.pdf,8-2 会计师回复意见,2021-05-20
3428,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=830,迪哲（江苏）医药股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b2f4bca63f1b403ca0c2ff1956ec9942.pdf,8-3 律师补充法律意见书（一）,2021-05-20
3429,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=830,迪哲（江苏）医药股份有限公司,http://static.sse.com.cn/stock/information/c/202105/fea60721991f42849c5775ee54d00f27.pdf,8-1 发行人及保荐机构回复意见,2021-05-20
3430,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=789,青岛中科英泰商用系统股份有限公司,http://static.sse.com.cn/stock/information/c/202105/6495fb9cac604cb9b872738691b15813.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-05-20
3431,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=789,青岛中科英泰商用系统股份有限公司,http://static.sse.com.cn/stock/information/c/202105/9c9cce1ab0d0409f895a43e5e8fea1a8.pdf,8-2 会计师回复意见关于第二轮审核问询函的回复,2021-05-20
3432,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=789,青岛中科英泰商用系统股份有限公司,http://static.sse.com.cn/stock/information/c/202105/3d8dc5f372c342ebab22cc25a70aae92.pdf,8-3 补充法律意见书（三）,2021-05-20
